,name,year,selling_price,km_driven,fuel,transmission,owner
3214,Volkswagen Polo 1.5 TDI Highline,2014,450000,80000,Diesel,Manual,LabelEncoder()
3215,Maruti 800 AC,2004,40000,69111,Petrol,Manual,LabelEncoder()
3216,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,520000,70000,Diesel,Manual,LabelEncoder()
3217,Maruti 800 AC,2007,80000,120000,Petrol,Manual,LabelEncoder()
3218,Tata Nano CX,2014,55000,40000,Petrol,Manual,LabelEncoder()
3219,Mahindra Bolero DI DX 7 Seater,2001,80000,100000,Diesel,Manual,LabelEncoder()
3220,Maruti Alto 800 LXI,2019,210000,20000,Petrol,Manual,LabelEncoder()
3222,Tata Tiago 1.05 Revotorq XM,2017,260000,50000,Diesel,Manual,LabelEncoder()
3223,Tata Zest Quadrajet 1.3,2016,250000,70000,Diesel,Manual,LabelEncoder()
3224,Tata Indica Vista Aqua TDI BSIII,2008,80000,90000,Diesel,Manual,LabelEncoder()
3225,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,450000,150000,Diesel,Manual,LabelEncoder()
3226,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,120000,Diesel,Manual,LabelEncoder()
3247,Ford Figo Petrol EXI,2014,350000,90000,Petrol,Manual,LabelEncoder()
3248,Maruti SX4 VDI,2011,320000,100000,Diesel,Manual,LabelEncoder()
3249,Honda Amaze S i-DTEC,2016,475000,90000,Diesel,Manual,LabelEncoder()
3250,Tata Manza Aura (ABS) Quadrajet BS IV,2011,220000,140000,Diesel,Manual,LabelEncoder()
3271,Tata Indica GLS BS IV,2008,70000,60000,Petrol,Manual,LabelEncoder()
3272,Chevrolet Sail Hatchback 1.3 TCDi,2015,281000,40000,Diesel,Manual,LabelEncoder()
3273,Tata Indigo Grand Dicor,2013,211000,80000,Diesel,Manual,LabelEncoder()
3274,Hyundai Elite i20 Petrol Magna Exective,2018,550000,11000,Petrol,Manual,LabelEncoder()
3275,Chevrolet Enjoy TCDi LT 8 Seater,2014,350000,110000,Diesel,Manual,LabelEncoder()
3276,Maruti Wagon R VXI AMT,2017,420000,19890,Petrol,Automatic,LabelEncoder()
3277,Renault KWID RXT,2015,270000,20969,Petrol,Manual,LabelEncoder()
3278,Maruti Celerio VXI,2016,399000,20194,Petrol,Manual,LabelEncoder()
3279,Ford Figo Trend,2016,440000,34982,Petrol,Manual,LabelEncoder()
3280,Hyundai EON Magna,2012,250000,44588,Petrol,Manual,LabelEncoder()
3281,Ford Ecosport 1.5 Diesel Titanium,2016,650000,57904,Diesel,Manual,LabelEncoder()
3282,Maruti Alto K10 VXI,2015,270000,59258,Petrol,Manual,LabelEncoder()
3283,Ford Figo Trend,2016,390000,60826,Petrol,Manual,LabelEncoder()
3284,Mahindra XUV500 W10 2WD,2018,1500000,50000,Diesel,Manual,LabelEncoder()
3285,Maruti 800 AC,2014,225000,35000,Petrol,Manual,LabelEncoder()
3286,Mahindra XUV500 W8 2WD,2015,900000,110000,Diesel,Manual,LabelEncoder()
3287,Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,1600000,40000,Diesel,Automatic,LabelEncoder()
3288,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,800000,10000,Petrol,Manual,LabelEncoder()
3289,Honda Amaze E i-Dtech,2013,320000,50000,Diesel,Manual,LabelEncoder()
3290,Maruti Alto 800 LXI,2016,300000,25000,Petrol,Manual,LabelEncoder()
3291,Hyundai i20 1.2 Asta Dual Tone,2018,740000,25000,Petrol,Manual,LabelEncoder()
3292,Datsun RediGO SV 1.0,2019,350000,1300,Petrol,Manual,LabelEncoder()
3293,Datsun GO T BSIV,2014,280000,40000,Petrol,Manual,LabelEncoder()
3294,Maruti Swift Dzire AMT VDI,2018,675000,50000,Diesel,Automatic,LabelEncoder()
3295,Hyundai i10 Era 1.1 iTech SE,2011,300000,20000,Petrol,Manual,LabelEncoder()
3296,Chevrolet Captiva 2.0L VCDi,2011,400000,76000,Diesel,Manual,LabelEncoder()
3297,Mahindra Scorpio VLX 2WD BSIV,2010,420000,100000,Diesel,Manual,LabelEncoder()
3298,Tata New Safari 3L Dicor LX 4x2,2008,300000,120000,Diesel,Manual,LabelEncoder()
3299,Maruti Wagon R VXI Minor,2010,170000,70000,Petrol,Manual,LabelEncoder()
3300,Hyundai EON Era Plus,2014,210000,70000,Petrol,Manual,LabelEncoder()
3301,Maruti Ertiga VDI,2015,600000,60000,Diesel,Manual,LabelEncoder()
3302,Maruti Wagon R VXI BS IV,2014,260000,38000,Petrol,Manual,LabelEncoder()
3303,Tata Nano Twist XT,2015,82000,19000,Petrol,Manual,LabelEncoder()
3304,Mahindra TUV 300 T8,2016,690000,75000,Diesel,Manual,LabelEncoder()
3305,Hyundai Grand i10 CRDi Asta,2015,300000,70000,Diesel,Manual,LabelEncoder()
3306,Honda BRV i-DTEC V MT,2017,1250000,30000,Diesel,Manual,LabelEncoder()
3307,Hyundai Verna CRDi 1.6 EX,2017,799000,31707,Diesel,Manual,LabelEncoder()
3308,Toyota Fortuner 3.0 Diesel,2010,1000000,180000,Diesel,Manual,LabelEncoder()
3309,Maruti Alto 800 LXI,2014,190000,90000,Petrol,Manual,LabelEncoder()
3310,Mahindra Verito 1.5 D2 BSIII,2014,250000,30000,Diesel,Manual,LabelEncoder()
3311,Hyundai Verna 1.6 i ABS,2009,200000,60000,Petrol,Manual,LabelEncoder()
3312,Mahindra Bolero DI,2005,300000,90000,Diesel,Manual,LabelEncoder()
3313,Tata Zest Revotron 1.2T XMS,2015,250000,120000,Petrol,Manual,LabelEncoder()
3314,Maruti 800 AC,2008,90000,70000,Petrol,Manual,LabelEncoder()
3319,Renault Duster 85PS Diesel RxL,2016,700000,160000,Diesel,Manual,LabelEncoder()
3320,Volvo XC60 D3 Kinetic,2012,1750000,115992,Diesel,Automatic,LabelEncoder()
3321,Maruti Wagon R VXI Optional,2017,290000,110000,Petrol,Manual,LabelEncoder()
3322,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,97000,Diesel,Manual,LabelEncoder()
3323,Tata Indigo LX Dicor,2008,70000,100000,Diesel,Manual,LabelEncoder()
3324,Maruti Swift ZDi BSIV,2016,520000,41000,Diesel,Manual,LabelEncoder()
3325,Tata Indigo LS,2012,150000,90000,Diesel,Manual,LabelEncoder()
3326,Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Manual,LabelEncoder()
3327,Hyundai i20 Asta Option 1.2,2016,600000,25000,Petrol,Manual,LabelEncoder()
3328,Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Manual,LabelEncoder()
3329,Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Manual,LabelEncoder()
3330,Maruti Alto 800 LXI,2015,310000,30000,Petrol,Manual,LabelEncoder()
3331,Maruti Baleno Alpha 1.2,2015,550000,30000,Petrol,Manual,LabelEncoder()
3332,Hyundai i20 Asta Option 1.4 CRDi,2016,550000,60000,Diesel,Manual,LabelEncoder()
3333,Hyundai Grand i10 CRDi Magna,2013,320000,73000,Diesel,Manual,LabelEncoder()
3334,Maruti 800 AC BSII,1992,50000,100000,Petrol,Manual,LabelEncoder()
3337,Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Manual,LabelEncoder()
3338,Maruti Ertiga VDI,2012,700000,110000,Diesel,Manual,LabelEncoder()
3339,Hyundai i20 1.4 Sportz,2017,655000,84000,Diesel,Manual,LabelEncoder()
3341,Chevrolet Beat LT LPG,2011,200000,110000,LPG,Manual,LabelEncoder()
3342,Renault Duster 85PS Diesel RxL Optional,2012,375000,150000,Diesel,Manual,LabelEncoder()
3343,Hyundai Verna 1.6 SX,2012,470000,109052,Diesel,Manual,LabelEncoder()
3344,Maruti Ciaz VDi,2015,550000,90658,Diesel,Manual,LabelEncoder()
3345,Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Manual,LabelEncoder()
3346,Datsun GO T Option BSIV,2015,210000,25000,Petrol,Manual,LabelEncoder()
3350,Mercedes-Benz E-Class E250 Edition E,2013,1451000,81000,Diesel,Automatic,LabelEncoder()
3352,Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Automatic,LabelEncoder()
3353,Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Manual,LabelEncoder()
3354,Hyundai EON Magna Plus,2018,300000,20000,Petrol,Manual,LabelEncoder()
3355,Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Manual,LabelEncoder()
3356,Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000,Petrol,Automatic,LabelEncoder()
3357,Honda City S,2012,325000,40700,Petrol,Manual,LabelEncoder()
3358,Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000,65500,Diesel,Automatic,LabelEncoder()
3359,Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Manual,LabelEncoder()
3360,Honda City 1.5 V MT,2018,890000,8000,Petrol,Manual,LabelEncoder()
3361,Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Manual,LabelEncoder()
3363,Maruti Ciaz ZXi Plus,2016,750000,6000,Petrol,Manual,LabelEncoder()
3365,Maruti Baleno Alpha 1.2,2018,690000,11174,Petrol,Manual,LabelEncoder()
3366,Tata Indigo GLS,2008,130000,120000,Petrol,Manual,LabelEncoder()
3368,Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Manual,LabelEncoder()
3369,Hyundai Elantra 2.0 SX AT,2018,1575000,10000,Petrol,Automatic,LabelEncoder()
3370,Nissan Sunny Diesel XV,2013,325000,105000,Diesel,Manual,LabelEncoder()
3371,Honda City 1.3 EXI,1998,85000,120000,Petrol,Manual,LabelEncoder()
3372,Hyundai Verna 1.6 CRDI SX Option,2018,860000,30000,Diesel,Manual,LabelEncoder()
3373,Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000,Diesel,Manual,LabelEncoder()
3374,Hyundai Elantra CRDi S,2013,650000,54000,Diesel,Manual,LabelEncoder()
3375,Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Manual,LabelEncoder()
3376,Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000,Diesel,Manual,LabelEncoder()
3377,Maruti Eeco Smiles 5 Seater AC,2016,330000,72500,Petrol,Manual,LabelEncoder()
3378,Maruti Eeco Smiles 5 Seater AC,2013,280000,76600,Petrol,Manual,LabelEncoder()
3379,Maruti Swift ZXI,2014,470000,40000,Petrol,Manual,LabelEncoder()
3380,Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Manual,LabelEncoder()
3381,Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Manual,LabelEncoder()
3382,Hyundai Verna 1.6 CRDi SX,2016,620000,60000,Diesel,Manual,LabelEncoder()
3383,Datsun GO T BSIV,2014,250000,58000,Petrol,Manual,LabelEncoder()
3384,Chevrolet Spark 1.0,2010,78692,80000,Petrol,Manual,LabelEncoder()
3385,Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000,Diesel,Manual,LabelEncoder()
3386,Maruti Wagon R LX Minor,2013,250000,70000,Petrol,Manual,LabelEncoder()
3387,Hyundai i20 1.2 Sportz,2011,260000,97700,Petrol,Manual,LabelEncoder()
3388,Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Manual,LabelEncoder()
3389,Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000,Diesel,Manual,LabelEncoder()
3390,Volkswagen Vento 1.5 TDI Highline,2015,465000,130000,Diesel,Manual,LabelEncoder()
3391,Maruti Swift Vdi BSIII,2010,229999,120000,Diesel,Manual,LabelEncoder()
3392,Maruti Wagon R VXI BS IV,2018,425000,15000,Petrol,Manual,LabelEncoder()
3393,Tata Indica GLS BS IV,2008,95000,120000,Petrol,Manual,LabelEncoder()
3394,Hyundai EON LPG Magna Plus,2012,170000,170000,LPG,Manual,LabelEncoder()
3395,Datsun RediGO T Option,2016,229999,37500,Petrol,Manual,LabelEncoder()
3396,Maruti 800 Std,1999,45000,50000,Petrol,Manual,LabelEncoder()
3397,Maruti Grand Vitara MT,2007,479000,145000,Petrol,Manual,LabelEncoder()
3399,Hyundai EON Sportz,2016,340000,30000,Petrol,Manual,LabelEncoder()
3400,Maruti Swift Dzire ZXI,2016,620000,35000,Petrol,Manual,LabelEncoder()
3401,Tata Manza Club Class Quadrajet90 EX,2012,270000,60000,Diesel,Manual,LabelEncoder()
3402,Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000,Diesel,Manual,LabelEncoder()
3403,Maruti Wagon R VXI Optional,2015,260000,40000,Petrol,Manual,LabelEncoder()
3404,Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Manual,LabelEncoder()
3405,Tata Nano Twist XE,2015,100000,23800,Petrol,Manual,LabelEncoder()
3406,Nissan Terrano XL Plus 85 PS,2015,490000,70000,Diesel,Manual,LabelEncoder()
3407,Maruti Wagon R Duo Lxi,2010,120000,90000,LPG,Manual,LabelEncoder()
3408,Hyundai i10 Era,2008,125000,102000,Petrol,Manual,LabelEncoder()
3410,Maruti Alto 800 LXI,2019,190000,5000,Petrol,Manual,LabelEncoder()
3415,Fiat Linea T Jet Plus,2011,500000,20000,Petrol,Manual,LabelEncoder()
3416,Toyota Fortuner 4x2 AT,2014,1800000,99000,Diesel,Automatic,LabelEncoder()
3417,Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Manual,LabelEncoder()
3418,Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Automatic,LabelEncoder()
3419,Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Manual,LabelEncoder()
3420,Hyundai i20 Active 1.2 SX,2018,550000,20000,Petrol,Manual,LabelEncoder()
3421,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100,Petrol,Automatic,LabelEncoder()
3422,Maruti Alto 800 VXI,2020,210000,40000,Petrol,Manual,LabelEncoder()
3423,Maruti Alto 800 LXI Airbag,2012,210000,15000,Petrol,Manual,LabelEncoder()
3424,Maruti Alto LXi,2009,150000,40000,Petrol,Manual,LabelEncoder()
3425,Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Manual,LabelEncoder()
3426,Maruti Celerio VXI,2016,380000,20000,Petrol,Manual,LabelEncoder()
3427,Maruti Baleno Delta 1.2,2019,600000,5000,Petrol,Manual,LabelEncoder()
3428,Maruti Swift VXI Deca,2016,490000,27000,Petrol,Manual,LabelEncoder()
3429,Maruti Swift Dzire LDI,2018,545000,38000,Diesel,Manual,LabelEncoder()
3430,Maruti Wagon R VXI BS IV,2015,250000,25000,Petrol,Manual,LabelEncoder()
3431,Hyundai Venue SX Opt Turbo BSIV,2020,1050000,1100,Petrol,Manual,LabelEncoder()
3432,Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Manual,LabelEncoder()
3433,Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Manual,LabelEncoder()
3434,Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Manual,LabelEncoder()
3435,Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Manual,LabelEncoder()
3436,Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Manual,LabelEncoder()
3437,Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Manual,LabelEncoder()
3438,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Automatic,LabelEncoder()
3439,Maruti Ertiga SHVS VDI,2017,785000,24000,Diesel,Manual,LabelEncoder()
3440,Maruti Ciaz S 1.3,2018,850000,30000,Diesel,Manual,LabelEncoder()
3441,Maruti Wagon R VXI BS IV,2016,375000,30000,Petrol,Manual,LabelEncoder()
3442,Maruti Baleno Alpha 1.2,2017,619000,40000,Petrol,Manual,LabelEncoder()
3443,Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Manual,LabelEncoder()
3444,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000,Diesel,Manual,LabelEncoder()
3445,Maruti Wagon R LX,2003,60000,100000,Petrol,Manual,LabelEncoder()
3447,Mahindra Ingenio CRDe,2015,210000,210000,Diesel,Manual,LabelEncoder()
3448,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000,20000,Diesel,Manual,LabelEncoder()
3449,Tata Indigo TDI,2013,270000,70000,Diesel,Manual,LabelEncoder()
3450,Maruti Wagon R LXI Minor,2010,225000,100000,Petrol,Manual,LabelEncoder()
3451,Maruti SX4 ZXI MT BSIV,2011,150000,160000,Petrol,Manual,LabelEncoder()
3452,Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Manual,LabelEncoder()
3453,BMW 5 Series 520d Luxury Line,2018,4800000,9422,Diesel,Automatic,LabelEncoder()
3454,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Automatic,LabelEncoder()
3455,Toyota Corolla Altis 1.8 GL,2019,1500000,20000,Petrol,Manual,LabelEncoder()
3456,Maruti Baleno Zeta 1.2,2017,550000,20000,Petrol,Manual,LabelEncoder()
3457,Maruti 800 AC BSIII,2008,58000,70000,Petrol,Manual,LabelEncoder()
3458,Audi A4 1.8 TFSI,2012,1200000,60000,Petrol,Automatic,LabelEncoder()
3459,Mahindra Scorpio M2DI,2013,500000,150000,Diesel,Manual,LabelEncoder()
3460,Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Manual,LabelEncoder()
3461,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000,250000,Diesel,Manual,LabelEncoder()
3462,Hyundai EON Era Plus,2018,300000,30000,Petrol,Manual,LabelEncoder()
3463,Datsun GO Plus T Option BSIV,2015,295000,21000,Petrol,Manual,LabelEncoder()
3464,Maruti Ertiga VXI CNG,2018,587000,80000,CNG,Manual,LabelEncoder()
3465,Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000,Petrol,Manual,LabelEncoder()
3466,Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Manual,LabelEncoder()
3467,Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000,48500,Diesel,Automatic,LabelEncoder()
3468,Maruti Wagon R LXI Minor,2007,130000,60000,Petrol,Manual,LabelEncoder()
3469,Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000,Diesel,Manual,LabelEncoder()
3470,Mahindra Xylo Celebration Edition BSIV,2010,200000,240000,Diesel,Manual,LabelEncoder()
3471,Hyundai Grand i10 Magna,2015,320000,70000,Petrol,Manual,LabelEncoder()
3472,Maruti Wagon R LXI BS IV,2014,300000,50000,Petrol,Manual,LabelEncoder()
3473,Volkswagen CrossPolo 1.2 MPI,2016,350000,110000,Petrol,Manual,LabelEncoder()
3474,Maruti Ertiga VXI Petrol,2018,800000,50000,Petrol,Manual,LabelEncoder()
3475,Hyundai Xcent 1.1 CRDi S,2016,270000,175000,Diesel,Manual,LabelEncoder()
3476,Hyundai i20 1.2 Magna Executive,2017,540000,60000,Petrol,Manual,LabelEncoder()
3477,Maruti Wagon R LXI CNG,2011,160000,60000,CNG,Manual,LabelEncoder()
3478,Maruti SX4 VDI,2013,340000,100000,Diesel,Manual,LabelEncoder()
3479,Maruti Eeco 5 Seater AC BSIV,2017,350000,40000,Petrol,Manual,LabelEncoder()
3480,Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000,Diesel,Manual,LabelEncoder()
3481,Maruti Ritz VDi,2013,330000,63000,Diesel,Manual,LabelEncoder()
3482,Maruti Wagon R LXI CNG,2016,325000,80000,CNG,Manual,LabelEncoder()
3483,Maruti Swift Dzire VDI,2013,250000,55000,Diesel,Manual,LabelEncoder()
3484,Maruti Swift Star VDI,2013,250000,55000,Diesel,Manual,LabelEncoder()
3485,Chevrolet Beat LT Option,2015,240000,60000,Petrol,Manual,LabelEncoder()
3486,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000,5000,Petrol,Manual,LabelEncoder()
3487,Hyundai i10 Magna 1.1 iTech SE,2015,300000,48000,Petrol,Manual,LabelEncoder()
3489,Renault KWID RXT,2017,240000,50000,Petrol,Manual,LabelEncoder()
3490,Renault KWID 1.0 RXT Optional,2018,360000,15000,Petrol,Manual,LabelEncoder()
3491,Hyundai i20 1.4 CRDi Magna,2012,250000,70000,Diesel,Manual,LabelEncoder()
3492,Skoda Laura Elegance 2.0 TDI CR AT,2019,475000,105000,Diesel,Automatic,LabelEncoder()
3493,Hyundai i20 Asta Option 1.4 CRDi,2016,600000,50000,Diesel,Manual,LabelEncoder()
3494,Tata Indigo CR4,2010,150000,80000,Diesel,Manual,LabelEncoder()
3495,Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000,Diesel,Manual,LabelEncoder()
3496,Mahindra XUV500 W6 2WD,2016,1290000,5000,Diesel,Manual,LabelEncoder()
3499,Maruti Celerio ZXI AMT BSIV,2018,500000,10000,Petrol,Automatic,LabelEncoder()
3500,Hyundai Santro Xing GLS,2012,193000,45000,Petrol,Manual,LabelEncoder()
3501,Honda City i VTEC V,2015,800000,10000,Petrol,Manual,LabelEncoder()
3502,Maruti Wagon R LXI Minor,2008,150000,50000,Petrol,Manual,LabelEncoder()
3503,Maruti 800 AC,2002,80000,40000,Petrol,Manual,LabelEncoder()
3504,Ford Figo Diesel EXI,2010,130000,100000,Diesel,Manual,LabelEncoder()
3505,Ford Figo Diesel EXI,2012,280000,80000,Diesel,Manual,LabelEncoder()
3506,Mahindra Xylo D2 BS IV,2011,229999,110000,Diesel,Manual,LabelEncoder()
3507,Maruti Zen Estilo VXI BSIII,2008,80000,120000,Petrol,Manual,LabelEncoder()
3508,Tata Nano Cx BSIII,2010,70000,10000,Petrol,Manual,LabelEncoder()
3509,Maruti Ritz VDi,2013,240000,60000,Diesel,Manual,LabelEncoder()
3510,Mahindra Xylo E8,2010,380000,72000,Diesel,Manual,LabelEncoder()
3512,Hyundai Santro Xing XO,2006,80000,110000,Petrol,Manual,LabelEncoder()
3513,Hyundai i10 Era,2013,265000,50000,Petrol,Manual,LabelEncoder()
3514,Hyundai EON Magna Plus Option,2018,320000,25000,Petrol,Manual,LabelEncoder()
3515,Nissan Terrano XL 110 PS,2014,500000,120000,Diesel,Manual,LabelEncoder()
3516,Hyundai Creta 1.6 CRDi SX Option,2016,1300000,55000,Diesel,Manual,LabelEncoder()
3517,Mahindra Scorpio S11 BSIV,2018,1500000,35000,Diesel,Manual,LabelEncoder()
3518,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,110000,Diesel,Automatic,LabelEncoder()
3519,Mahindra XUV500 W6 2WD,2014,600000,80000,Diesel,Manual,LabelEncoder()
3520,Tata Tiago 1.2 Revotron XT,2018,420000,80000,Petrol,Manual,LabelEncoder()
3521,Maruti Zen Estilo LXI BS IV,2009,140000,120000,Petrol,Manual,LabelEncoder()
3522,Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000,Diesel,Manual,LabelEncoder()
3523,Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000,Petrol,Manual,LabelEncoder()
3524,Maruti Alto K10 VXI,2017,350000,25000,Petrol,Manual,LabelEncoder()
3525,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,19000,Petrol,Manual,LabelEncoder()
3526,Maruti Alto LX,2008,140000,54000,Petrol,Manual,LabelEncoder()
3527,Ford Aspire Titanium Plus BSIV,2015,550000,17100,Petrol,Manual,LabelEncoder()
3528,Hyundai Grand i10 Asta Option AT,2017,525000,19000,Petrol,Automatic,LabelEncoder()
3529,Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,146000,Diesel,Manual,LabelEncoder()
3530,Ford Endeavour 3.0L 4X4 AT,2013,900000,98000,Diesel,Automatic,LabelEncoder()
3531,Ford Endeavour 2.5L 4X2,2011,500000,224642,Diesel,Manual,LabelEncoder()
3532,Maruti Zen LXI,1998,80000,120000,Petrol,Manual,LabelEncoder()
3533,Mahindra Verito 1.5 D2 BSIII,2011,175000,175000,Diesel,Manual,LabelEncoder()
3534,Mahindra XUV500 AT W10 AWD,2017,1350000,15000,Diesel,Automatic,LabelEncoder()
3535,Renault Duster 110PS Diesel RxZ,2017,800000,50000,Diesel,Manual,LabelEncoder()
3536,Datsun RediGO 1.0 S,2017,250000,15000,Petrol,Manual,LabelEncoder()
3537,Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,25000,Petrol,Automatic,LabelEncoder()
3538,Tata Nexon 1.5 Revotorq XM,2019,800000,25000,Diesel,Manual,LabelEncoder()
3539,Mahindra XUV500 W6 2WD,2013,660000,69000,Diesel,Manual,LabelEncoder()
3540,Maruti Swift VDI BSIV,2015,465000,60000,Diesel,Manual,LabelEncoder()
3541,Mahindra Scorpio 2.6 CRDe,2006,180000,222435,Diesel,Manual,LabelEncoder()
3542,Maruti Swift Dzire VDI,2017,600000,66000,Diesel,Manual,LabelEncoder()
3543,Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Manual,LabelEncoder()
3544,Hyundai Verna 1.6 SX,2014,450000,78000,Diesel,Manual,LabelEncoder()
3545,Hyundai Elite i20 Sportz Plus BSIV,2019,721000,10000,Petrol,Manual,LabelEncoder()
3546,Maruti Swift 1.2 DLX,2018,300000,35000,Petrol,Manual,LabelEncoder()
3547,Mahindra Scorpio BSIV,2019,1000000,10000,Diesel,Manual,LabelEncoder()
3548,Renault KWID RXT,2016,300000,40000,Petrol,Manual,LabelEncoder()
3549,Mahindra Scorpio LX,2013,450000,120000,Diesel,Manual,LabelEncoder()
3550,Maruti Esteem AX,1997,79000,70000,Petrol,Automatic,LabelEncoder()
3551,Ford Figo 1.5D Trend MT,2017,545000,40000,Diesel,Manual,LabelEncoder()
3552,Honda Amaze V Diesel BSIV,2018,844999,20000,Diesel,Manual,LabelEncoder()
3553,Skoda Rapid 1.5 TDI Ambition,2016,700000,93000,Diesel,Manual,LabelEncoder()
3554,Toyota Etios VD,2016,650000,159000,Diesel,Manual,LabelEncoder()
3555,Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,75000,Diesel,Manual,LabelEncoder()
3556,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100,Diesel,Manual,LabelEncoder()
3557,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,66000,Diesel,Manual,LabelEncoder()
3558,Hyundai i10 Era,2012,280000,30000,Petrol,Manual,LabelEncoder()
3559,Renault KWID 1.0 RXT Optional,2019,400000,10000,Petrol,Manual,LabelEncoder()
3560,Mahindra XUV500 W8 4WD,2012,625000,126000,Diesel,Manual,LabelEncoder()
3561,Volkswagen Vento 1.5 TDI Highline,2015,535000,70000,Diesel,Manual,LabelEncoder()
3562,Maruti Swift VDI Optional,2017,459999,50000,Diesel,Manual,LabelEncoder()
3563,Mahindra Bolero DI,2010,300000,100000,Diesel,Manual,LabelEncoder()
3564,Honda Civic 1.8 V AT,2007,280000,60000,Petrol,Automatic,LabelEncoder()
3565,Honda Mobilio V i VTEC,2014,500000,70000,Petrol,Manual,LabelEncoder()
3566,Hyundai Creta 1.6 SX,2019,1200000,1200,Petrol,Manual,LabelEncoder()
3569,Hyundai i10 Sportz AT,2011,180000,134444,Petrol,Automatic,LabelEncoder()
3570,Maruti Alto LXi,2009,78000,120000,Petrol,Manual,LabelEncoder()
3571,Nissan Micra Diesel XV Premium,2011,160000,120000,Diesel,Manual,LabelEncoder()
3572,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,238000,Diesel,Manual,LabelEncoder()
3573,Maruti Wagon R LXI Minor,2008,110000,100000,Petrol,Manual,LabelEncoder()
3574,Mahindra Bolero SLX 4WD BSIII,2011,450000,110000,Diesel,Manual,LabelEncoder()
3575,Mahindra Scorpio S9 BSIV,2019,1350000,35000,Diesel,Manual,LabelEncoder()
